movieId,imdbId,tmdbId,title
123,109424,11104.0,Chungking Express (Chung Hing sam lam) (1994)
124,114808,37975.0,"Star Maker, The (Uomo delle stelle, L') (1995)"
125,116324,2074.0,Flirting With Disaster (1996)
126,110647,27793.0,"NeverEnding Story III, The (1994)"
127,111055,44284.0,"Silences of the Palace, The (Saimt el Qusur) (1994)"
128,110217,290157.0,Jupiter's Wife (1994)
129,114131,110972.0,Pie in the Sky (1996)
130,112364,32622.0,Angela (1995)
131,113107,73067.0,Frankie Starlight (1995)
132,113451,11863.0,Jade (1995)
133,114015,55475.0,Nueba Yol (1995)
134,114500,124636.0,Sonic Outlaws (1995)
135,116130,9101.0,Down Periscope (1996)
136,113125,123360.0,From the Journals of Jean Seberg (1995)
137,113756,5757.0,Man of the Year (1995)
138,113952,39428.0,"Neon Bible, The (1995)"
139,114618,124639.0,Target (1995)
140,118055,9302.0,Up Close and Personal (1996)
141,115685,11000.0,"Birdcage, The (1996)"
142,94878,525153.0,Shadows (Cienie) (1988)
143,113200,249882.0,Gospa (1995)
144,112585,16388.0,"Brothers McMullen, The (1995)"
145,112442,9737.0,Bad Boys (1995)
146,112342,30765.0,"Amazing Panda Adventure, The (1995)"
147,112461,10474.0,"Basketball Diaries, The (1995)"
148,112427,22279.0,"Awfully Big Adventure, An (1995)"
149,109093,30157.0,Amateur (1994)
150,112384,568.0,Apollo 13 (1995)
151,114287,11780.0,Rob Roy (1995)
152,112288,34996.0,"Addiction, The (1995)"
153,112462,414.0,Batman Forever (1995)
154,61395,649.0,Beauty of the Day (Belle de jour) (1967)
155,112495,1873.0,Beyond Rangoon (1995)
156,112541,5894.0,Blue in the Face (1995)
157,109370,1775.0,Canadian Bacon (1995)
158,112642,8839.0,Casper (1995)
159,112688,20649.0,Clockers (1995)
160,112715,10329.0,Congo (1995)
161,112740,8963.0,Crimson Tide (1995)
162,109508,26564.0,Crumb (1994)
163,112851,8068.0,Desperado (1995)
164,112857,8512.0,Devil in a Blue Dress (1995)
165,112864,1572.0,Die Hard: With a Vengeance (1995)
166,112887,13552.0,"Doom Generation, The (1995)"
167,113044,259209.0,Feast of July (1995)
168,113071,6520.0,First Knight (1995)
169,113114,9073.0,Free Willy 2: The Adventure Home (1995)
170,113243,10428.0,Hackers (1995)
171,113464,17447.0,Jeffrey (1995)
172,113481,9886.0,Johnny Mnemonic (1995)
173,113492,9482.0,Judge Dredd (1995)
174,113500,19326.0,Jury Duty (1995)
175,113540,9344.0,Kids (1995)
176,113677,9071.0,Living in Oblivion (1995)
177,113690,8973.0,Lord of Illusions (1995)
178,107447,15730.0,Love & Human Remains (1993)
179,113729,47608.0,Mad Love (1995)
180,113749,2293.0,Mallrats (1995)
181,113820,9070.0,Mighty Morphin Power Rangers: The Movie (1995)
182,113851,68274.0,Moonlight and Valentino (1995)
183,110604,48787.0,Mute Witness (1994)
184,110620,34574.0,Nadja (1994)
185,113957,1642.0,"Net, The (1995)"
186,113986,11472.0,Nine Months (1995)
187,114095,36196.0,Party Girl (1995)
188,114194,11980.0,"Prophecy, The (1995)"
189,114241,58372.0,Reckless (1995)
190,114323,32646.0,Safe (1995)
191,114345,10533.0,"Scarlet Letter, The (1995)"
192,114435,56088.0,The Show (1995)
193,114436,10802.0,Showgirls (1995)
194,114478,10149.0,Smoke (1995)
195,114496,18402.0,Something to Talk About (1995)
196,114508,9348.0,Species (1995)
197,114534,139408.0,"Stars Fell on Henrietta, The (1995)"
198,114558,281.0,Strange Days (1995)
199,58450,5967.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
200,114666,79593.0,"Tie That Binds, The (1995)"
201,114663,47939.0,Three Wishes (1995)
202,114702,36834.0,Total Eclipse (1995)
203,114682,9090.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
204,114781,3512.0,Under Siege 2: Dark Territory (1995)
205,114798,52856.0,Unstrung Heroes (1995)
206,114805,77350.0,Unzipped (1995)
207,114887,9560.0,"Walk in the Clouds, A (1995)"
208,114898,9804.0,Waterworld (1995)
209,114928,31611.0,White Man's Burden (1995)
210,114938,65796.0,Wild Bill (1995)
211,109340,49805.0,"Browning Version, The (1994)"
212,112602,26258.0,Bushwhacked (1995)
213,111579,50797.0,Burnt by the Sun (Utomlyonnye solntsem) (1994)
214,110882,19155.0,Before the Rain (Pred dozhdot) (1994)
215,112471,76.0,Before Sunrise (1995)
216,112508,11017.0,Billy Madison (1995)
217,112438,37141.0,"Babysitter, The (1995)"
218,112571,9382.0,Boys on the Side (1995)
219,112757,6715.0,"Cure, The (1995)"
220,112643,18256.0,Castle Freak (1995)
222,112679,22625.0,Circle of Friends (1995)
223,109445,2292.0,Clerks (1994)
224,112883,1909.0,Don Juan DeMarco (1995)
225,109635,8984.0,Disclosure (1994)
226,112899,61813.0,Dream Man (1995)
227,109676,4954.0,Drop Zone (1994)
228,112854,62488.0,Destiny Turns on the Radio (1995)
229,109579,10531.0,Death and the Maiden (1994)
230,109642,11929.0,Dolores Claiborne (1995)
231,109686,8467.0,Dumb & Dumber (Dumb and Dumber) (1994)
232,111797,10451.0,Eat Drink Man Woman (Yin shi nan nu) (1994)
233,109759,20156.0,Exotica (1994)
234,109758,18395.0,Exit to Eden (1994)
235,109707,522.0,Ed Wood (1994)
236,113117,397.0,French Kiss (1995)
237,113097,10525.0,Forget Paris (1995)
238,113028,27985.0,Far From Home: The Adventures of Yellow Dog (1995)
239,113198,15789.0,"Goofy Movie, A (1995)"
240,113303,27303.0,Hideaway (1995)
241,113089,21183.0,Fluke (1995)
242,109771,10954.0,Farinelli: il castrato (1994)
243,113199,47867.0,Gordy (1995)
244,113234,43475.0,Gumby: The Movie (1995)
245,109906,72031.0,The Glass Shield (1994)
246,110057,14275.0,Hoop Dreams (1994)
247,110005,1024.0,Heavenly Creatures (1994)
248,110066,17207.0,Houseguest (1994)
249,110116,13701.0,Immortal Beloved (1994)
250,110006,14819.0,Heavyweights (Heavy Weights) (1995)
251,113360,32631.0,"Hunted, The (1995)"
252,110099,11777.0,I.Q. (1994)
253,110148,628.0,Interview with the Vampire: The Vampire Chronicles (1994)
254,113463,87729.0,Jefferson in Paris (1995)
255,110189,18713.0,"Jerky Boys, The (1995)"
256,110216,6280.0,Junior (1994)
257,113501,9061.0,Just Cause (1995)
258,113538,37108.0,"Kid in King Arthur's Court, A (1995)"
259,113552,6071.0,Kiss of Death (1995)
260,76759,11.0,Star Wars: Episode IV - A New Hope (1977)
261,110367,9587.0,Little Women (1994)
262,113670,19101.0,"Little Princess, A (1995)"
263,110296,49980.0,Ladybird Ladybird (1994)
264,109731,17961.0,"Enfer, L' (1994)"
265,103994,18183.0,Like Water for Chocolate (Como agua para chocolate) (1992)
266,110322,4476.0,Legends of the Fall (1994)
267,110443,11008.0,Major Payne (1995)
268,110365,47504.0,Little Odessa (1994)
269,107566,32325.0,My Crazy Life (Mi vida loca) (1993)
270,110391,43742.0,Love Affair (1994)
271,113691,28313.0,Losing Isaiah (1995)
272,110428,11318.0,"Madness of King George, The (1994)"
273,109836,3036.0,Mary Shelley's Frankenstein (Frankenstein) (1994)
274,113755,40490.0,Man of the House (1995)
275,110538,24070.0,Mixed Nuts (1994)
276,110516,8986.0,Milk Money (1994)
277,110527,10510.0,Miracle on 34th Street (1994)
278,113808,17402.0,Miami Rhapsody (1995)
279,113896,38722.0,My Family (1995)
280,113870,8438.0,Murder in the First (1995)
281,110684,11593.0,Nobody's Fool (1994)
282,110638,1945.0,Nell (1994)
283,113967,39310.0,New Jersey Drive (1995)
284,117169,109560.0,New York Cop (Nyû Yôku no koppu) (1993)
285,106402,56428.0,Beyond Bedlam (1993)
286,113948,63105.0,Nemesis 2: Nebula (1995)
287,110671,131957.0,Nina Takes a Lover (1994)
288,110632,241.0,Natural Born Killers (1994)
289,110737,9058.0,Only You (1994)
290,110729,527.0,Once Were Warriors (1994)
292,114069,6950.0,Outbreak (1995)
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
294,114113,63020.0,"Perez Family, The (1995)"
295,114210,2307.0,"Pyromaniac's Love Story, A (1995)"
296,110912,680.0,Pulp Fiction (1994)
297,114084,41478.0,Panther (1995)
298,105652,25296.0,Pushing Hands (Tui shou) (1992)
299,110889,40156.0,Priest (1994)
300,110932,11450.0,Quiz Show (1994)
301,114129,30304.0,Picture Bride (Bijo photo) (1994)
302,110963,10452.0,"Queen Margot (Reine Margot, La) (1994)"
303,114214,12106.0,"Quick and the Dead, The (1995)"
304,114296,161495.0,Roommates (1995)
305,110907,3586.0,Ready to Wear (Pret-A-Porter) (1994)
306,111495,110.0,Three Colors: Red (Trois couleurs: Rouge) (1994)
307,108394,108.0,Three Colors: Blue (Trois couleurs: Bleu) (1993)
308,111507,109.0,Three Colors: White (Trzy kolory: Bialy) (1994)
309,110769,159185.0,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)"
310,114268,36357.0,Rent-a-Kid (1995)
311,110965,92769.0,Relative Fear (1994)
312,114571,28033.0,Stuart Saves His Family (1995)
313,111333,22586.0,"Swan Princess, The (1994)"
314,111112,14334.0,"Secret of Roan Inish, The (1994)"
315,111255,2636.0,"Specialist, The (1994)"
316,111282,2164.0,Stargate (1994)
317,111070,11395.0,"Santa Clause, The (1994)"
318,111161,278.0,"Shawshank Redemption, The (1994)"
319,111149,9905.0,Shallow Grave (1994)
320,108260,87078.0,Suture (1993)
321,106966,12527.0,Strawberry and Chocolate (Fresa y chocolate) (1993)
322,114594,20306.0,Swimming with Sharks (1995)
324,111309,36614.0,"Sum of Us, The (1994)"
325,113936,27993.0,National Lampoon's Senior Trip (1995)
326,110081,31439.0,To Live (Huozhe) (1994)
327,114614,9067.0,Tank Girl (1995)
328,114608,9059.0,Tales from the Crypt Presents: Demon Knight (1995)
329,111280,193.0,Star Trek: Generations (1994)
330,114609,25066.0,Tales from the Hood (1995)
331,111454,46797.0,Tom & Viv (1994)
332,114852,12122.0,Village of the Damned (1995)
333,114694,11381.0,Tommy Boy (1995)
334,111590,32636.0,Vanya on 42nd Street (1994)
335,114788,36141.0,Underneath (1995)
336,114888,95963.0,"Walking Dead, The (1995)"
337,108550,1587.0,What's Eating Gilbert Grape (1993)
338,114857,9271.0,Virtuosity (1995)
339,114924,2064.0,While You Were Sleeping (1995)
340,111667,19855.0,"War, The (1994)"
341,109655,60855.0,Double Happiness (1994)
342,110598,236.0,Muriel's Wedding (1994)
343,112435,48287.0,"Baby-Sitters Club, The (1995)"
344,109040,3049.0,Ace Ventura: Pet Detective (1994)
345,109045,2759.0,"Adventures of Priscilla, Queen of the Desert, The (1994)"
346,106339,12635.0,Backbeat (1993)
347,104779,10497.0,Bitter Moon (1992)
348,109348,11382.0,Bullets Over Broadway (1994)
349,109444,9331.0,Clear and Present Danger (1994)
350,109446,10731.0,"Client, The (1994)"
351,109484,10464.0,"Corrina, Corrina (1994)"
352,109504,34152.0,Crooklyn (1994)
353,109506,9495.0,"Crow, The (1994)"
354,109450,29973.0,Cobb (1994)
355,109813,888.0,"Flintstones, The (1994)"
356,109830,13.0,Forrest Gump (1994)
357,109831,712.0,Four Weddings and a Funeral (1994)
358,113305,16295.0,Higher Learning (1995)
359,110091,48992.0,I Like It Like That (1994)
360,110093,10879.0,I Love Trouble (1994)
361,110167,10660.0,It Could Happen to You (1994)
362,110213,10714.0,"Jungle Book, The (1994)"
363,107472,41647.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"
364,110357,8587.0,"Lion King, The (1994)"
365,107426,1689.0,Little Buddha (1993)
366,111686,11596.0,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"
367,110475,854.0,"Mask, The (1994)"
368,110478,9359.0,Maverick (1994)
369,110588,23333.0,Mrs. Parker and the Vicious Circle (1994)
370,110622,36593.0,Naked Gun 33 1/3: The Final Insult (1994)
371,110771,12280.0,"Paper, The (1994)"
372,110950,2788.0,Reality Bites (1994)
373,105226,10427.0,Red Rock West (1992)
374,110989,11011.0,Richie Rich (1994)
375,111054,49803.0,Safe Passage (1994)
376,110997,8987.0,"River Wild, The (1994)"
377,111257,1637.0,Speed (1994)
378,111256,15128.0,Speechless (1994)
379,111438,8831.0,Timecop (1994)
380,111503,36955.0,True Lies (1994)
381,111693,10449.0,When a Man Loves a Woman (1994)
382,111742,10395.0,Wolf (1994)
383,111756,12160.0,Wyatt Earp (1994)
384,112443,40480.0,Bad Company (1995)
385,110455,52038.0,"Man of No Importance, A (1994)"
386,111048,29444.0,S.F.W. (1994)
387,110399,26352.0,"Low Down Dirty Shame, A (1994)"
388,112570,39953.0,Boys Life (1995)
389,109454,41580.0,"Colonel Chabert, Le (1994)"
390,59170,315.0,Faster Pussycat! Kill! Kill! (1965)
391,110186,22067.0,Jason's Lyric (1994)
392,108069,18242.0,"Secret Adventures of Tom Thumb, The (1993)"
393,111301,11667.0,Street Fighter (1994)
394,112702,32502.0,Coldblooded (1995)
395,112849,267188.0,Desert Winds (1995)
396,113014,28732.0,Fall Time (1995)
397,113043,75555.0,"Fear, The (1995)"
398,113104,42981.0,Frank and Ollie (1995)
399,113173,278939.0,Girl in the Cadillac (1995)
400,113319,291731.0,Homage (1995)
401,113827,226229.0,Mirage (1995)
402,114047,203119.0,Open Season (1996)
403,112889,172923.0,Two Crimes (Dos crímenes) (1995)
404,109339,316098.0,Brother Minister: The Assassination of Malcolm X (1994)
405,110027,8011.0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
406,109785,171857.0,Federal Hill (1994)
407,113409,2654.0,In the Mouth of Madness (1995)
408,109021,18069.0,8 Seconds (1994)
409,109035,19092.0,Above the Rim (1994)
410,106220,2758.0,Addams Family Values (1993)
411,111804,38129.0,Martin Lawrence: You So Crazy (1994)
412,106226,10436.0,"Age of Innocence, The (1993)"
413,109068,13595.0,Airheads (1994)
414,109067,46094.0,"Air Up There, The (1994)"
415,106292,9409.0,Another Stakeout (1993)
416,109198,11853.0,Bad Girls (1994)
417,109219,16771.0,Barcelona (1994)
418,106379,46924.0,Being Human (1993)
419,106400,11041.0,"Beverly Hillbillies, The (1993)"
420,109254,306.0,Beverly Hills Cop III (1994)
421,109279,14522.0,Black Beauty (1994)
422,109297,26203.0,Blink (1994)
423,109303,178.0,Blown Away (1994)
424,109305,19819.0,Blue Chips (1994)
425,109306,57834.0,Blue Sky (1994)
426,106452,4722.0,Body Snatchers (1993)
427,106471,18215.0,Boxing Helena (1993)
428,106489,1607.0,"Bronx Tale, A (1993)"
429,109361,26391.0,Cabin Boy (1994)
430,106505,117553.0,Calendar Girl (1993)
431,106519,6075.0,Carlito's Way (1993)
432,109439,11310.0,City Slickers II: The Legend of Curly's Gold (1994)
433,109443,18658.0,Clean Slate (1994)
434,106582,9350.0,Cliffhanger (1993)
435,106598,9612.0,Coneheads (1993)
436,109456,2124.0,Color of Night (1994)
437,109480,26261.0,Cops and Robbersons (1994)
438,109493,19176.0,"Cowboy Way, The (1994)"
439,106660,49299.0,Dangerous Game (1993)
440,106673,11566.0,Dave (1993)
441,106677,9571.0,Dazed and Confused (1993)
442,106697,9739.0,Demolition Man (1993)
443,109729,24257.0,"Endless Summer 2, The (1994)"
444,106834,34444.0,Even Cowgirls Get the Blues (1993)
445,106873,26141.0,Fatal Instinct (1993)
446,106332,10997.0,Farewell My Concubine (Ba wang bie ji) (1993)
447,109783,50463.0,"Favor, The (1994)"
448,106881,10443.0,Fearless (1993)
449,106880,20239.0,Fear of a Black Hat (1994)
450,111732,16297.0,With Honors (1994)
451,106926,18551.0,Flesh and Bone (1993)
452,111712,25440.0,Widows' Peak (1994)
453,106941,9024.0,For Love or Money (1993)
454,106918,37233.0,"Firm, The (1993)"
455,106965,1634.0,Free Willy (1993)
456,109842,13815.0,Fresh (1994)
457,106977,5503.0,"Fugitive, The (1993)"
458,107004,35588.0,Geronimo: An American Legend (1993)
459,109890,2087.0,"Getaway, The (1994)"
460,109891,41579.0,Getting Even with Dad (1994)
461,109913,18620.0,Go Fish (1994)
462,109920,41006.0,"Good Man in Africa, A (1994)"
463,107057,4916.0,Guilty as Sin (1993)
464,107076,2019.0,Hard Target (1993)
465,107096,31642.0,Heaven & Earth (1993)
466,107144,9255.0,Hot Shots! Part Deux (1993)
467,113674,26271.0,Live Nude Girls (1995)
468,112966,10612.0,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
469,107151,2259.0,"House of the Spirits, The (1993)"
470,110064,16097.0,House Party 3 (1994)
471,110074,11934.0,"Hudsucker Proxy, The (1994)"
472,110097,106143.0,I'll Do Anything (1994)
473,110123,12475.0,In the Army Now (1994)
474,107206,9386.0,In the Line of Fire (1993)
475,107207,7984.0,In the Name of the Father (1993)
476,110137,59930.0,"Inkwell, The (1994)"
477,108551,15765.0,What's Love Got to Do with It? (1993)
478,110197,31643.0,Jimmy Hollywood (1994)
479,107286,6.0,Judgment Night (1993)
480,107290,329.0,Jurassic Park (1993)
481,107302,10909.0,Kalifornia (1993)
482,110265,507.0,Killing Zoe (1994)
483,107322,34024.0,King of the Hill (1993)
484,110305,29918.0,Lassie (1994)
485,107362,9593.0,Last Action Hero (1993)
486,107413,42580.0,Life with Mikey (1993)
487,110353,22317.0,Lightning Jack (1994)
488,107468,1413.0,M. Butterfly (1993)
489,107478,12121.0,Made in America (1993)
490,107497,2246.0,Malice (1993)
491,107501,10502.0,"Man Without a Face, The (1993)"
492,107507,10440.0,Manhattan Murder Mystery (1993)
493,107554,9516.0,Menace II Society (1993)
494,116253,2320.0,Executive Decision (1996)
495,74102,5879.0,In the Realm of the Senses (Ai no corrida) (1976)
496,111689,83718.0,What Happened Was... (1994)
497,107616,11971.0,Much Ado About Nothing (1993)
498,107611,2625.0,Mr. Jones (1993)
499,107613,31911.0,Mr. Wonderful (1993)
500,107614,788.0,Mrs. Doubtfire (1993)
501,107653,21450.0,Naked (1993)
502,110657,11231.0,"Next Karate Kid, The (1994)"
503,110649,41588.0,"New Age, The (1994)"
504,110678,10447.0,No Escape (1994)
505,110687,31586.0,North (1994)
506,107756,9300.0,Orlando (1992)
507,107808,9559.0,"Perfect World, A (1993)"
508,107818,9800.0,Philadelphia (1993)
509,107822,713.0,"Piano, The (1993)"
510,107840,8291.0,Poetic Justice (1993)
511,107889,18133.0,"Program, The (1993)"
512,111003,25557.0,"Puppet Masters, The (1994)"
513,110939,22588.0,Radioland Murders (1994)
514,110955,10872.0,"Ref, The (1994)"
515,107943,1245.0,"Remains of the Day, The (1993)"
516,110971,11858.0,Renaissance Man (1994)
517,107969,7007.0,Rising Sun (1993)
518,111001,10467.0,"Road to Wellville, The (1994)"
519,107978,5550.0,RoboCop 3 (1993)
520,107977,8005.0,Robin Hood: Men in Tights (1993)
521,107983,2088.0,Romeo Is Bleeding (1993)
522,105275,10412.0,Romper Stomper (1992)
523,108000,47889.0,Ruby in Paradise (1993)
524,108002,14534.0,Rudy (1993)
525,108026,56583.0,"Saint of Fort Washington, The (1993)"
526,105032,41878.0,"Savage Nights (Nuits fauves, Les) (1992)"
527,108052,424.0,Schindler's List (1993)
528,111094,35233.0,"Scout, The (1994)"
529,108065,14291.0,Searching for Bobby Fischer (1993)
530,111102,103413.0,Second Best (1994)
531,108071,11236.0,"Secret Garden, The (1993)"
532,111127,11592.0,Serial Mom (1994)
533,111143,8850.0,"Shadow, The (1994)"
534,108101,10445.0,Shadowlands (1993)
535,108122,695.0,Short Cuts (1993)
536,111194,43535.0,"Simple Twist of Fate, A (1994)"
537,111201,12519.0,Sirens (1994)
538,108149,23210.0,Six Degrees of Separation (1993)
539,108160,858.0,Sleepless in Seattle (1993)
540,108162,867.0,Sliver (1993)
541,83658,78.0,Blade Runner (1982)
542,108186,13203.0,Son in Law (1993)
543,108174,10442.0,So I Married an Axe Murderer (1993)
544,108238,11074.0,Striking Distance (1993)
546,108255,9607.0,Super Mario Bros. (1993)
547,111323,17585.0,Surviving the Game (1994)
548,111400,9057.0,Terminal Velocity (1994)
549,108328,20967.0,Thirty-Two Short Films About Glenn Gould (1993)
550,111418,10635.0,Threesome (1994)
551,107688,9479.0,"Nightmare Before Christmas, The (1993)"
552,108333,10057.0,"Three Musketeers, The (1993)"
553,108358,11969.0,Tombstone (1993)
554,111488,41590.0,Trial by Jury (1994)
555,108399,319.0,True Romance (1993)
556,108515,26408.0,"War Room, The (1993)"
558,110763,15139.0,"Pagemaster, The (1994)"
559,107779,161158.0,"Paris, France (1993)"
560,109226,218473.0,"Beans of Egypt, Maine, The (1994)"
561,110259,85247.0,Killer (Bulletproof Heart) (1994)
562,114906,11446.0,Welcome to the Dollhouse (1995)
563,107002,51980.0,Germinal (1993)
564,109403,24405.0,Chasers (1994)
565,104029,11655.0,Cronos (1993)
566,110623,11800.0,Naked in New York (1994)
567,107315,8223.0,Kika (1993)
568,106408,14587.0,Bhaji on the Beach (1993)
569,110363,31504.0,Little Big League (1994)
570,107349,41653.0,"Slingshot, The (Kådisbellan) (1993)"
571,111709,53185.0,"Wedding Gift, The (1994)"
572,109828,95743.0,Foreign Student (1994)
573,107225,23637.0,"Ciao, Professore! (Io speriamo che me la cavo) (1992)"
574,111252,17600.0,Spanking the Monkey (1994)
575,110366,10897.0,"Little Rascals, The (1994)"
576,106878,349394.0,Fausto (1993)
577,109120,21352.0,Andre (1994)
579,108059,68806.0,"Escort, The (Scorta, La) (1993)"
580,110892,37345.0,Princess Caraboo (1994)
581,112651,32562.0,"Celluloid Closet, The (1995)"
582,107642,47507.0,Métisse (Café au Lait) (1993)
583,109382,25403.0,Dear Diary (Caro Diario) (1994)
584,106678,124304.0,I Don't Want to Talk About It (De eso no se habla) (1993)
585,112572,9066.0,"Brady Bunch Movie, The (1995)"
586,99785,771.0,Home Alone (1990)
587,99653,251.0,Ghost (1990)
588,103639,812.0,Aladdin (1992)
589,103064,280.0,Terminator 2: Judgment Day (1991)
590,99348,581.0,Dances with Wolves (1990)
